workload,dtype,batch_size,total_samples,throughput,latency_p50,latency_p99,energy_total,avg_power,achieved_gflops,utilization_pct,arith_intensity,phase_staging,phase_compute,phase_output,tta_sec
mistral_7b_gqa_gqa_prefill_b32_s512,bf16,32,819200,1755733.610873531,9.326592445373535,9.6245756149292,182.916,192.560125,162009.7711544685,0.44754080429411186,2197.8536585365855,495.462776,466.5855884552002,129.626216,N/A
mistral_7b_gqa_gqa_prefill_b32_s1024,bf16,32,1638400,1657086.6635916769,19.761152267456055,28.913663864135742,394.252,215.36042857142857,166807.8053147814,0.46079504230602597,2553.3506493506493,1160.197849,988.7231826782227,185.997297,N/A
mistral_7b_gqa_gqa_prefill_b32_s2048,bf16,32,3276800,1534956.2761069639,42.68544006347656,87.77625274658203,1002.142,286.4491875,180266.0509636152,0.4979725164740752,3078.8724832214766,1768.403548,2134.783935546875,362.607695,N/A
mistral_7b_gqa_gqa_prefill_b32_s4096,bf16,32,6553600,717062.724433368,180.14515686035156,223.84434509277344,3424.676,325.6199252336449,108272.84592030382,0.2990962594483531,4026.102389078498,3142.298944,9139.507293701172,591.314603,N/A
mistral_7b_gqa_gqa_prefill_b32_s8192,bf16,32,13107200,969421.5254071065,265.6860046386719,528.2150268554688,6717.864,333.57606,211434.52624845866,0.5840732769294438,5865.528399311532,6147.151591,13520.640563964844,1464.749098,N/A
mistral_7b_gqa_gqa_decode_b16_sinit3840+t256,bf16,16,19200,8705.40632551991,1.8379383341471354,,357.7111652231659,197.35861666666668,1297.3568153506465,0.0035838586059410123,,1766.966605,2205.5260009765625,0.412784,N/A
mistral_7b_gqa_gqa_prefill_b1_s128,int8_wo,1,6400,290697.6842216691,0.43929600715637207,0.47411200404167175,33.649,88.75583333333333,24995.126424294514,0.06904731056434948,124.21301775147928,42.585884,22.015999257564545,1.499796,N/A
mistral_7b_gqa_gqa_prefill_b1_s256,int8_wo,1,12800,559284.1181698861,0.4567039906978607,0.8960000276565552,10.76,90.38466666666666,49261.959893504936,0.13608276213675397,241.61797752808988,60.246928,22.886399924755096,2.115324,N/A
mistral_7b_gqa_gqa_prefill_b1_s512,int8_wo,1,25600,914076.8256030292,0.5591040253639221,10.986495971679688,11.577,91.916,84346.15389054993,0.2330004251120164,459.7551020408163,52.474399,28.006398677825928,1.79762,N/A
mistral_7b_gqa_gqa_prefill_b1_s1024,int8_wo,1,51200,1277139.1674505745,0.8017920255661011,13.205504417419434,15.866,97.03666666666668,128561.03804627074,0.35514098907809594,847.448275862069,64.15047,40.089601278305054,1.493578,N/A
mistral_7b_gqa_gqa_prefill_b1_s2048,int8_wo,1,102400,1547987.6848442473,1.321984052658081,17.139711380004883,32.463,114.4,181796.46627780303,0.5022001830878536,1509.0526315789473,101.518702,66.15039706230164,2.343144,N/A
mistral_7b_gqa_gqa_prefill_b1_s4096,int8_wo,1,204800,1465738.3345365901,2.786303997039795,18.126848220825195,60.89,145.1624,221319.07774200573,0.6113786677955959,2633.1428571428573,181.113222,139.72480297088623,27.319849,N/A
mistral_7b_gqa_gqa_prefill_b1_s8192,int8_wo,1,409600,1109262.345512412,7.3809919357299805,7.460864067077637,150.844,191.65875,241934.3416272688,0.6683269105725657,4630.260869565217,291.536843,369.25439834594727,45.526558,N/A
mistral_7b_gqa_gqa_prefill_b4_s128,int8_wo,4,25600,929367.9916302147,0.5509120225906372,0.567296028137207,16.424,222.03733333333332,79910.06363771482,0.22074603214838345,428.40816326530614,59.036303,27.54560112953186,6.036732,N/A
mistral_7b_gqa_gqa_prefill_b4_s256,int8_wo,4,51200,1322751.3332518735,0.7741439938545227,0.7946239709854126,9.673,218.24333333333334,116508.44536933699,0.3218465341694392,741.5172413793103,69.671793,38.707199692726135,1.433187,N/A
mistral_7b_gqa_gqa_prefill_b4_s512,int8_wo,4,102400,1746724.90998147,1.1724799871444702,1.264639973640442,12.395,222.3936666666667,161178.49609036825,0.44524446433803383,1185.6842105263158,108.741734,58.62399935722351,2.320931,N/A
mistral_7b_gqa_gqa_prefill_b4_s1024,int8_wo,4,204800,1762891.104320132,2.3203840255737305,5.005311965942383,29.855,223.0985,177458.4290499443,0.4902166548341003,1755.4285714285713,143.48409,116.1728024482727,18.123745,N/A
mistral_7b_gqa_gqa_prefill_b4_s2048,int8_wo,4,409600,1201923.0904686283,6.800384044647217,17.39776039123535,152.528,204.23828571428572,141154.46312925805,0.3899294561581714,2493.217391304348,235.443648,340.7871961593628,41.288229,N/A
mistral_7b_gqa_gqa_prefill_b4_s4096,int8_wo,4,819200,717939.522286592,22.137855529785156,36.124671936035156,444.954,269.1920625,108405.23796305073,0.29946198332334456,3596.487804878049,534.274788,1141.0431861877441,122.872375,N/A
mistral_7b_gqa_gqa_prefill_b4_s8192,int8_wo,4,1638400,563320.7580033635,57.982975006103516,90.25228881835938,1185.496,316.6955897435898,122862.40244598006,0.3393989017844753,5532.25974025974,817.187722,2908.4672927856445,240.692816,N/A
mistral_7b_gqa_gqa_prefill_b16_s128,int8_wo,16,102400,1773049.6856063805,1.1550719738006592,2.629631996154785,64.962,303.3566666666667,152452.54246502047,0.4211396200691173,1104.842105263158,94.543572,57.75359869003296,24.442558,N/A
mistral_7b_gqa_gqa_prefill_b16_s256,int8_wo,16,204800,864304.2631755082,4.620287895202637,10.9486083984375,126.017,290.5464,76128.25139333583,0.21029903699816527,1536.0,152.1211,236.95359230041504,21.007196,N/A
mistral_7b_gqa_gqa_prefill_b16_s512,int8_wo,16,409600,869659.7490561993,9.390080451965332,22.05183982849121,223.673,279.9831111111111,80247.58201031909,0.2216784033434229,1958.9565217391305,252.40396,470.9887981414795,49.594143,N/A
mistral_7b_gqa_gqa_prefill_b16_s1024,int8_wo,16,819200,738041.3909479694,20.518911361694336,32.273406982421875,423.212,300.24233333333336,74293.67899724716,0.205231157450959,2397.6585365853657,439.324962,1109.9648475646973,84.756246,N/A
mistral_7b_gqa_gqa_prefill_b16_s2048,int8_wo,16,1638400,960384.1959583282,33.86163330078125,49.51142501831055,649.643,279.03539130434785,112788.0116900544,0.3115690930664486,2978.909090909091,799.262354,1705.9839248657227,186.63144,N/A
mistral_7b_gqa_gqa_prefill_b16_s4096,int8_wo,16,3276800,1133264.8609226719,57.7341423034668,66.08281707763672,1119.685,284.68035135135136,171117.26421218665,0.47269962489554324,3958.55033557047,1895.114777,2891.4688110351562,320.031114,N/A
mistral_7b_gqa_gqa_prefill_b16_s8192,int8_wo,16,6553600,1043067.3008175573,125.62022399902344,138.25946044921875,2625.653,316.432475,227496.95030859078,0.6284446141121293,5815.481228668942,3473.692266,6283.0078125,973.331797,N/A
mistral_7b_gqa_gqa_prefill_b32_s128,int8_wo,32,204800,1760563.3255265385,2.3152639865875244,2.4381439685821533,32.651,111.20599999999999,151378.9248694399,0.4181738256061876,1499.4285714285713,170.335402,116.32640361785889,239.062857,N/A
mistral_7b_gqa_gqa_prefill_b32_s256,int8_wo,32,409600,1638001.6593712429,4.9991679191589355,5.111807823181152,85.166,145.08966666666666,144275.81515005627,0.39855197555264166,1869.9130434782608,347.690802,250.0607967376709,65.955903,N/A
mistral_7b_gqa_gqa_prefill_b32_s512,int8_wo,32,819200,1674691.2918996476,9.781248092651367,9.879551887512207,200.227,181.892875,154531.61645635692,0.42688291838772624,2197.8536585365855,536.511538,489.16478157043457,95.458526,N/A
mistral_7b_gqa_gqa_prefill_b32_s1024,int8_wo,32,1638400,1629410.8415259747,20.105215072631836,29.651968002319336,396.461,214.69093333333333,164021.86584613827,0.4530990769230339,2553.3506493506493,898.307783,1005.5168151855469,160.651962,N/A
mistral_7b_gqa_gqa_prefill_b32_s2048,int8_wo,32,3276800,779290.3678886377,83.7570571899414,109.00275421142578,1615.814,303.6363653846154,91520.25980150998,0.25281839724174027,3078.8724832214766,1622.063358,4204.851150512695,346.957648,N/A
mistral_7b_gqa_gqa_prefill_b32_s4096,int8_wo,32,6553600,1042633.9284402963,125.38982391357422,214.74508666992188,2851.949,316.1408777777778,157432.45163734257,0.4348962752412778,4026.102389078498,3573.155826,6285.619354248047,637.661454,N/A
mistral_7b_gqa_gqa_prefill_b32_s8192,int8_wo,32,13107200,589465.1679360622,427.209716796875,535.01953125,7487.227,325.31755263157896,128564.59781021468,0.355150822680151,5865.528399311532,8198.127393,22235.74981689453,1531.702099,N/A
