workload,dtype,batch_size,total_samples,throughput,latency_p50,latency_p99,energy_total,avg_power,achieved_gflops,utilization_pct,arith_intensity,phase_staging,phase_compute,phase_output,tta_sec
llama31_70b_gqa_gqa_prefill_b4_s8192,bf16,4,1638400,366598.3194731938,89.1361312866211,99.26553344726562,1801.184,313.78301785714285,209116.97249531848,0.5776711947384489,7234.493506493506,1813.429562,4469.196701049805,349.393082,N/A
llama31_70b_gqa_gqa_prefill_b16_s128,bf16,16,102400,668896.3322709819,3.0545918941497803,18.278400421142578,100.248,212.38583333333335,204805.48302815412,0.5657610028402048,1410.4150943396226,188.543133,153.08799743652344,54.509911,N/A
llama31_70b_gqa_gqa_prefill_b16_s256,bf16,16,204800,545479.32579512,7.3461761474609375,11.21996784210205,153.211,203.54999999999998,169305.05273938333,0.46769351585465013,2165.0285714285715,241.946535,375.4496097564697,51.584829,N/A
llama31_70b_gqa_gqa_prefill_b16_s512,bf16,16,409600,506970.8486591375,15.925248146057129,36.29158401489258,327.862,234.95042857142857,161605.62923949552,0.4464243901643523,2993.230769230769,437.277039,807.9360008239746,104.018566,N/A
llama31_70b_gqa_gqa_prefill_b16_s1024,bf16,16,819200,532180.2750556595,30.716928482055664,35.89120101928711,636.751,253.28438095238093,178570.06851096422,0.4932874820744868,3810.232558139535,993.200486,1539.3280029296875,235.964716,N/A
llama31_70b_gqa_gqa_prefill_b16_s2048,bf16,16,1638400,509432.43528231373,64.16896057128906,86.74713897705078,1368.755,302.07342857142856,188030.87609102274,0.5194223096437093,4681.142857142857,2841.702547,3216.128158569336,381.210798,N/A
llama31_70b_gqa_gqa_prefill_b16_s4096,bf16,16,3276800,296342.941288531,220.07603454589844,292.021240234375,4608.446,333.1133525179856,129267.04793789808,0.35709129264612727,5875.641379310345,3118.160361,11057.459259033203,813.854304,N/A
llama31_70b_gqa_gqa_prefill_b32_s128,bf16,32,204800,585823.0953545852,6.987775802612305,20.282367706298828,161.18,169.23385714285715,179369.77110608263,0.4954966052654216,2135.7714285714287,253.876467,349.5935916900635,156.551331,N/A
llama31_70b_gqa_gqa_prefill_b32_s256,bf16,32,409600,570572.7166920825,14.209024429321289,29.516799926757812,332.309,241.25625,177093.50166552266,0.4892085681368029,2914.4615384615386,430.609451,717.8751945495605,100.86202,N/A
llama31_70b_gqa_gqa_prefill_b32_s512,bf16,32,819200,517682.0871413239,31.639551162719727,43.12985610961914,655.402,261.43350000000004,165020.01971071548,0.4558564080406505,3619.720930232558,849.678895,1582.4383735656738,191.215399,N/A
llama31_70b_gqa_gqa_prefill_b32_s1024,bf16,32,1638400,544931.2973428529,59.99923324584961,63.17363357543945,1236.314,303.27810256410254,182848.60161362542,0.5051066342917829,4255.584415584415,1612.856725,3006.617546081543,415.131221,N/A
llama31_70b_gqa_gqa_prefill_b32_s2048,bf16,32,3276800,337510.0258529148,185.17503356933594,270.0851135253906,3593.279,320.9119537037037,124574.52932979858,0.34412853406021704,4971.696551724138,3888.03049,9708.748626708984,918.533364,N/A
llama31_70b_gqa_gqa_decode_b16_sinit3840+t256,bf16,16,19200,3213.6457681196794,4.978769022623697,,1286.1085922048928,227.70211,1389.1801898364051,0.003837514336564655,,3015.296075,5974.5228271484375,0.525023,N/A
llama31_70b_gqa_gqa_prefill_b1_s128,int8_wo,1,6400,97503.90145706218,1.311743974685669,1.4878720045089722,29.604,88.05400000000002,29854.1532844782,0.0824700366974536,126.05733558178753,63.402862,65.63839912414551,2.54185,N/A
llama31_70b_gqa_gqa_prefill_b1_s256,int8_wo,1,12800,182083.03286931128,1.405951976776123,17.648639678955078,16.213,104.644,56514.657889095404,0.15611783947263924,248.44590163934427,49.507672,70.29759883880615,1.825462,N/A
llama31_70b_gqa_gqa_prefill_b1_s512,int8_wo,1,25600,324886.29808268725,1.575935959815979,1.614848017692566,16.37,124.96100000000001,103563.06436909897,0.28608581317430654,483.37888198757764,58.308415,78.79679799079895,2.197206,N/A
llama31_70b_gqa_gqa_prefill_b1_s1024,int8_wo,1,51200,456412.6137467,2.2425599098205566,2.284543991088867,17.717,155.14600000000002,153146.66011905912,0.42305707215209704,920.4494382022472,80.099298,112.17919588088989,3.211759,N/A
llama31_70b_gqa_gqa_prefill_b1_s2048,int8_wo,1,102400,509294.6441953961,4.019199848175049,6.593535900115967,55.937,206.5676,187980.01757280476,0.5192818164994606,1700.2264150943397,136.208374,201.06239318847656,23.571849,N/A
llama31_70b_gqa_gqa_prefill_b1_s4096,int8_wo,1,204800,272219.95996593137,14.873600006103516,28.09343910217285,280.431,266.83845454545457,118744.41976435436,0.32802325901755347,3042.7428571428572,221.651951,752.3327827453613,54.147221,N/A
llama31_70b_gqa_gqa_prefill_b1_s8192,int8_wo,1,409600,224775.93389747376,35.98643112182617,53.53676986694336,722.546,298.21504,128217.88941638771,0.3541930646861539,5356.307692307692,429.191289,1822.2591400146484,98.497752,N/A
llama31_70b_gqa_gqa_prefill_b4_s128,int8_wo,4,25600,137023.83920303904,3.6874239444732666,8.3886079788208,56.007,306.4636,41954.533491120426,0.11589650135668628,464.29813664596276,73.228754,186.82880401611328,24.046146,N/A
llama31_70b_gqa_gqa_prefill_b4_s256,int8_wo,4,51200,228519.2064007573,4.46668815612793,15.209471702575684,114.681,283.0063333333333,70927.44758978063,0.19593217566237742,851.4157303370787,84.00271,224.05118942260742,3.623072,N/A
llama31_70b_gqa_gqa_prefill_b4_s512,int8_wo,4,102400,327118.0902251115,6.148096084594727,18.44223976135254,159.88,276.85728571428575,104274.4862870695,0.2880510670913522,1468.377358490566,140.676147,313.03679943084717,19.70287,N/A
llama31_70b_gqa_gqa_prefill_b4_s1024,int8_wo,4,204800,241167.24803670397,16.7772159576416,23.52128028869629,324.533,291.2725384615385,80922.30024874717,0.22354226588051704,2340.5714285714284,223.700026,849.2032051086426,77.550448,N/A
llama31_70b_gqa_gqa_prefill_b4_s2048,int8_wo,4,409600,269106.57415762736,29.79840087890625,47.9918098449707,586.746,301.5532857142857,99326.90067657571,0.2743837035264522,3465.846153846154,498.495181,1522.0735549926758,89.624933,N/A
llama31_70b_gqa_gqa_prefill_b4_s4096,int8_wo,4,819200,284070.7265433674,56.92723083496094,90.7356185913086,1203.458,305.32033333333334,123913.8144008702,0.34230335469853646,4953.302325581395,826.637404,2883.7888717651367,175.723737,N/A
llama31_70b_gqa_gqa_prefill_b4_s8192,int8_wo,4,1638400,379885.069164817,85.74566650390625,97.92511749267578,1709.904,307.4328888888889,216696.0712588045,0.598607931654156,7234.493506493506,1699.205881,4312.883377075195,559.046263,N/A
llama31_70b_gqa_gqa_prefill_b16_s128,int8_wo,16,102400,488878.0028948172,4.185088157653809,7.534592151641846,83.04,218.31239999999997,149686.71630292328,0.4134992163064179,1410.4150943396226,134.576091,209.45920944213867,75.756513,N/A
llama31_70b_gqa_gqa_prefill_b16_s256,int8_wo,16,204800,524521.383843275,7.323647975921631,12.818431854248047,178.051,214.975625,162800.1582371144,0.44972419402517794,2165.0285714285715,250.894367,390.45119285583496,62.675547,N/A
llama31_70b_gqa_gqa_prefill_b16_s512,int8_wo,16,409600,577075.6654072348,14.172160148620605,25.54265594482422,322.979,221.71391666666668,183952.7386507372,0.5081567366042464,2993.230769230769,576.069368,709.7856044769287,217.027407,N/A
llama31_70b_gqa_gqa_prefill_b16_s1024,int8_wo,16,819200,562054.3177616275,28.826623916625977,35.566593170166016,610.03,253.0197619047619,188594.1338563892,0.5209782703215172,3810.232558139535,1214.171154,1457.5103759765625,225.30477,N/A
llama31_70b_gqa_gqa_prefill_b16_s2048,int8_wo,16,1638400,557083.683750718,58.79296112060547,85.30738830566406,1262.272,295.884675,205618.89243195273,0.5680079901435158,4681.142857142857,2117.183531,2941.0303115844727,364.429164,N/A
llama31_70b_gqa_gqa_prefill_b16_s4096,int8_wo,16,3276800,345028.3681351384,185.08799743652344,287.773681640625,4219.726,324.4237633587786,150504.00191659908,0.4157569113718207,5875.641379310345,3113.154447,9497.19009399414,819.099155,N/A
llama31_70b_gqa_gqa_prefill_b32_s128,int8_wo,32,204800,484789.7109570307,8.432640075683594,13.05190372467041,177.294,174.700375,148434.945939292,0.410041287125116,2135.7714285714287,236.660775,422.45121002197266,163.475876,N/A
llama31_70b_gqa_gqa_prefill_b32_s256,int8_wo,32,409600,501001.9878090532,16.304128646850586,22.747135162353516,313.275,248.89153846153846,155500.2434691843,0.42955868361653116,2914.4615384615386,469.642545,817.5616264343262,90.844933,N/A
llama31_70b_gqa_gqa_prefill_b32_s512,int8_wo,32,819200,535618.6356298974,30.19366455078125,41.66041564941406,632.03,265.4312857142857,170737.6013281736,0.4716508323982696,3619.720930232558,842.727729,1529.4464111328125,194.744353,N/A
llama31_70b_gqa_gqa_prefill_b32_s1024,int8_wo,32,1638400,593636.9643897348,55.09939193725586,59.94598388671875,1112.452,292.07500000000005,199191.51154301778,0.5502527943177287,4255.584415584415,1608.792915,2759.93595123291,446.255122,N/A
llama31_70b_gqa_gqa_prefill_b32_s2048,int8_wo,32,3276800,544731.8349732803,120.28518676757812,263.5274353027344,3152.62,311.4021752577319,201059.84046330772,0.5554139239317892,4971.696551724138,4079.048296,6015.436935424805,771.916094,N/A
